sample_index,run_id,scenario,timestamp_utc,elapsed_ms,phase,reason,request_count,attempted_requests,completed_requests,errors,integrity_failures,warmup_requests,total_operation_count,working_set_bytes,private_memory_bytes,virtual_memory_bytes,handle_count,threads,managed_heap_bytes,managed_heap_unavailable_reason,heap_size_bytes,fragmented_bytes,gc_index,gen0,gen1,gen2,total_allocated_bytes,vmrss_bytes,vmrss_unavailable_reason,vmsize_bytes,vmsize_unavailable_reason,vmdata_bytes,vmdata_unavailable_reason,rss_anon_bytes,rss_anon_unavailable_reason,rss_file_bytes,rss_file_unavailable_reason,rss_shmem_bytes,rss_shmem_unavailable_reason,last_latency_ms,mean_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,last_inference_ms,sequence_length,was_truncated
0,phase3a-formal-20260925-v2-component-run-only,run-only,2026-09-24T19:34:25.7381709+00:00,0.4769,lifecycle,t0-before-model-load,0,0,0,0,0,0,0,60895232,184078336,36483493888,86,11,1307304,,0,0,0,0,0,0,1303272,60858368,,36483502080,,183873536,,9560064,,45481984,,5816320,,,,,,,,,
1,phase3a-formal-20260925-v2-component-run-only,run-only,2026-09-24T19:34:28.3658581+00:00,2628.1619,setup,t1-after-model-load,0,0,0,0,0,0,0,939446272,1992581120,38928154624,102,21,1911128,,0,0,0,0,0,0,1905344,939425792,,38928154624,,1992269824,,862998528,,67645440,,8781824,,,,,,,,,
2,phase3a-formal-20260925-v2-component-run-only,run-only,2026-09-24T19:34:28.4596182+00:00,2721.9217,first-operation,t2-after-first-operation,0,0,0,0,0,1,1,946597888,1992646656,38928154624,102,21,1976664,,0,0,0,0,0,0,1970664,946585600,,38928154624,,1992335360,,863735808,,74014720,,8835072,,,,,,,89.7186,67,false
3,phase3a-formal-20260925-v2-component-run-only,run-only,2026-09-24T19:34:28.8120416+00:00,3074.3451,warmup,warmup-complete,0,0,0,0,0,5,5,947441664,1993146368,38928154624,102,21,2050640,,0,0,0,0,0,0,2044376,947421184,,38928154624,,1992835072,,864239616,,74080256,,9101312,,,,,,,,,
4,phase3a-formal-20260925-v2-component-run-only,run-only,2026-09-24T19:34:28.8154389+00:00,3077.7423,measurement,request-count-0,0,0,0,0,0,5,5,947523584,1993211904,38928158720,102,21,2123928,,0,0,0,0,0,0,2117448,947494912,,38928158720,,1992900608,,864305152,,74080256,,9109504,,,,,,,,,
5,phase3a-formal-20260925-v2-component-run-only,run-only,2026-09-24T19:34:29.6244992+00:00,3886.8033,measurement,request-count-10,10,10,10,0,0,5,15,949825536,1995280384,38928158720,104,21,2238808,,0,0,0,0,0,0,2232064,949809152,,38928158720,,1994969088,,866373632,,74104832,,9330688,,82.9957,79.5733,79.6104,99.832,106.5554,82.9957,67,false
6,phase3a-formal-20260925-v2-component-run-only,run-only,2026-09-24T19:34:32.8532048+00:00,7115.5091,measurement,request-count-50,50,50,50,0,0,5,55,950480896,1995464704,38928154624,104,21,2361656,,0,0,0,0,0,0,2354552,950460416,,38928154624,,1995218944,,866611200,,74170368,,9678848,,67.8129,80.2204,79.2622,98.7634,106.6666,67.8129,67,false
7,phase3a-formal-20260925-v2-component-run-only,run-only,2026-09-24T19:34:36.6286243+00:00,10890.9283,measurement,request-count-100,100,100,100,0,0,5,105,955129856,2049699840,39247187968,106,22,2484504,,0,0,0,0,0,0,2476992,955105280,,39247187968,,2049454080,,870256640,,75022336,,9826304,,59.4658,75.1373,70.7843,103.7476,114.7869,59.4658,67,false
8,phase3a-formal-20260925-v2-component-run-only,run-only,2026-09-24T19:34:40.7164971+00:00,14978.8008,measurement,request-count-150,150,150,150,0,0,5,155,955252736,2033053696,39230410752,104,21,2607352,,0,0,0,0,0,0,2599432,955228160,,39230410752,,2032807936,,870359040,,75022336,,9846784,,66.8463,80.1532,79.7265,110.2462,121.8685,66.8463,67,false
9,phase3a-formal-20260925-v2-component-run-only,run-only,2026-09-24T19:34:44.9634362+00:00,19225.74,measurement,request-count-200,200,200,200,0,0,5,205,955363328,2016407552,39213629440,106,21,2730200,,0,0,0,0,0,0,2713728,955338752,,39213629440,,2016161792,,870449152,,75022336,,9867264,,74.3122,84.1764,80.6769,115.1491,146.4554,74.3123,67,false
